# phi_t[32:8192] time evolution of the phase
#eigenvalues
#eigenenergies#
#transformation
 (1.065512094291357938e-02+0.000000000000000000e+00j)  (3.437587702240558346e-02+0.000000000000000000e+00j)  (1.945098015164365216e-02+0.000000000000000000e+00j)  (2.735126346239656267e-02+0.000000000000000000e+00j)  (1.884629289559392601e-02+0.000000000000000000e+00j)  (2.797151204639484329e-02+0.000000000000000000e+00j)  (3.066818915503630519e-02+0.000000000000000000e+00j)  (3.199939218619314574e-02+0.000000000000000000e+00j)  (3.197683530838145438e-02+0.000000000000000000e+00j)  (3.188319961177885770e-02+0.000000000000000000e+00j)  (3.185658015122454917e-02+0.000000000000000000e+00j)  (3.153832778007445437e-02+0.000000000000000000e+00j)  (3.150890060736415144e-02+0.000000000000000000e+00j)  (3.170870536827889719e-02+0.000000000000000000e+00j)  (3.168587647346408909e-02+0.000000000000000000e+00j)  (2.941528755859344757e-02+0.000000000000000000e+00j)  (3.000459923830319647e-02+0.000000000000000000e+00j)  (3.001896264144017154e-02+0.000000000000000000e+00j)  (2.993863860509164004e-02+0.000000000000000000e+00j)  (2.990419014572930426e-02+0.000000000000000000e+00j)  (2.985250988215095574e-02+0.000000000000000000e+00j)  (2.979030518544376060e-02+0.000000000000000000e+00j)  (2.982399571534365135e-02+0.000000000000000000e+00j)  (2.980423749023457247e-02+0.000000000000000000e+00j)  (1.851249031881274307e-02+0.000000000000000000e+00j)  (1.855678611433847144e-02+0.000000000000000000e+00j)  (1.855335391204089579e-02+0.000000000000000000e+00j)  (1.854996604491140899e-02+0.000000000000000000e+00j)  (1.853914278398686999e-02+0.000000000000000000e+00j)  (1.854055834866779467e-02+0.000000000000000000e+00j)  (1.854782908556521989e-02+0.000000000000000000e+00j)  (1.854414543235380700e-02+0.000000000000000000e+00j)
 (2.131024075526797429e-02+0.000000000000000000e+00j)  (6.875172516719919857e-02+0.000000000000000000e+00j)  (3.890195595456114735e-02+0.000000000000000000e+00j)  (5.470251453839636291e-02+0.000000000000000000e+00j)  (3.769258186999803473e-02+0.000000000000000000e+00j)  (5.594301013523447080e-02+0.000000000000000000e+00j)  (6.133636150044871616e-02+0.000000000000000000e+00j)  (6.399876617525529499e-02+0.000000000000000000e+00j)  (6.395365225954538491e-02+0.000000000000000000e+00j)  (6.376638139990524479e-02+0.000000000000000000e+00j)  (6.371314201199086702e-02+0.000000000000000000e+00j)  (6.307663746239441926e-02+0.000000000000000000e+00j)  (6.301778315973198541e-02+0.000000000000000000e+00j)  (6.341739270053302346e-02+0.000000000000000000e+00j)  (6.337173473419914493e-02+0.000000000000000000e+00j)  (5.883056031126793900e-02+0.000000000000000000e+00j)  (6.000918267985728971e-02+0.000000000000000000e+00j)  (6.003790963181245693e-02+0.000000000000000000e+00j)  (5.987726163737074753e-02+0.000000000000000000e+00j)  (5.980836478654765614e-02+0.000000000000000000e+00j)  (5.970500443580771532e-02+0.000000000000000000e+00j)  (5.958059508089361828e-02+0.000000000000000000e+00j)  (5.964797613817268696e-02+0.000000000000000000e+00j)  (5.960845972833794804e-02+0.000000000000000000e+00j)  (3.702497695463581595e-02+0.000000000000000000e+00j)  (3.711356854936922328e-02+0.000000000000000000e+00j)  (3.710670411212051156e-02+0.000000000000000000e+00j)  (3.709992838476202509e-02+0.000000000000000000e+00j)  (3.707828186953823768e-02+0.000000000000000000e+00j)  (3.708111296492840048e-02+0.000000000000000000e+00j)  (3.709565448965146395e-02+0.000000000000000000e+00j)  (3.708828722767155278e-02+0.000000000000000000e+00j)
 (3.196535892205200347e-02+0.000000000000000000e+00j)  (1.031275438380224729e-01+0.000000000000000000e+00j)  (5.835292523764155220e-02+0.000000000000000000e+00j)  (8.205374629266301567e-02+0.000000000000000000e+00j)  (5.653886465891064944e-02+0.000000000000000000e+00j)  (8.391448976498198931e-02+0.000000000000000000e+00j)  (9.200450736326526435e-02+0.000000000000000000e+00j)  (9.599811118630173501e-02+0.000000000000000000e+00j)  (9.593044004641129718e-02+0.000000000000000000e+00j)  (9.564953471755069381e-02+0.000000000000000000e+00j)  (9.556967479719549741e-02+0.000000000000000000e+00j)  (9.461491850879763521e-02+0.000000000000000000e+00j)  (9.452663718609115306e-02+0.000000000000000000e+00j)  (9.512605140018326466e-02+0.000000000000000000e+00j)  (9.505756411358989855e-02+0.000000000000000000e+00j)  (8.824580970166670535e-02+0.000000000000000000e+00j)  (9.001374132910743009e-02+0.000000000000000000e+00j)  (9.005683199904770952e-02+0.000000000000000000e+00j)  (8.981586009468807419e-02+0.000000000000000000e+00j)  (8.971251494468925058e-02+0.000000000000000000e+00j)  (8.955747471020641948e-02+0.000000000000000000e+00j)  (8.937086080298847768e-02+0.000000000000000000e+00j)  (8.947193234031665388e-02+0.000000000000000000e+00j)  (8.941265781116197742e-02+0.000000000000000000e+00j)  (5.553745777318240540e-02+0.000000000000000000e+00j)  (5.567034516670699845e-02+0.000000000000000000e+00j)  (5.566004845489307823e-02+0.000000000000000000e+00j)  (5.564988487573156034e-02+0.000000000000000000e+00j)  (5.561741510514418146e-02+0.000000000000000000e+00j)  (5.562166170699130163e-02+0.000000000000000000e+00j)  (5.564347407679095386e-02+0.000000000000000000e+00j)  (5.563242324828229779e-02+0.000000000000000000e+00j)
 (4.262047552970443104e-02+0.000000000000000000e+00j)  (1.375033317239078567e-01+0.000000000000000000e+00j)  (7.780388793050416196e-02+0.000000000000000000e+00j)  (1.094049585940568281e-01+0.000000000000000000e+00j)  (7.538514114280454870e-02+0.000000000000000000e+00j)  (1.118859505207313171e-01+0.000000000000000000e+00j)  (1.226726262856047828e-01+0.000000000000000000e+00j)  (1.279974270172306028e-01+0.000000000000000000e+00j)  (1.279071980290509836e-01+0.000000000000000000e+00j)  (1.275326594129564672e-01+0.000000000000000000e+00j)  (1.274261778988411142e-01+0.000000000000000000e+00j)  (1.261531703798188520e-01+0.000000000000000000e+00j)  (1.260354622491109688e-01+0.000000000000000000e+00j)  (1.268346811760081017e-01+0.000000000000000000e+00j)  (1.267433640102753056e-01+0.000000000000000000e+00j)  (1.176610352587142416e-01+0.000000000000000000e+00j)  (1.200182747352795676e-01+0.000000000000000000e+00j)  (1.200757293189396863e-01+0.000000000000000000e+00j)  (1.197544335182908481e-01+0.000000000000000000e+00j)  (1.196166401319038591e-01+0.000000000000000000e+00j)  (1.194099202732864101e-01+0.000000000000000000e+00j)  (1.191611017726451477e-01+0.000000000000000000e+00j)  (1.192958638435042129e-01+0.000000000000000000e+00j)  (1.192168311709684431e-01+0.000000000000000000e+00j)  (7.404993265160939031e-02+0.000000000000000000e+00j)  (7.422711587913796705e-02+0.000000000000000000e+00j)  (7.421338683072166431e-02+0.000000000000000000e+00j)  (7.419983540926523846e-02+0.000000000000000000e+00j)  (7.415654236581004088e-02+0.000000000000000000e+00j)  (7.416220445151452956e-02+0.000000000000000000e+00j)  (7.419128771297177349e-02+0.000000000000000000e+00j)  (7.417655338572197443e-02+0.000000000000000000e+00j)
 (5.327559072377271304e-02+0.000000000000000000e+00j)  (1.718790889456480175e-01+0.000000000000000000e+00j)  (9.725484383247888498e-02+0.000000000000000000e+00j)  (1.367561512689466907e-01+0.000000000000000000e+00j)  (9.423141125544996777e-02+0.000000000000000000e+00j)  (1.398573922251043766e-01+0.000000000000000000e+00j)  (1.533407177723846715e-01+0.000000000000000000e+00j)  (1.599967121972483419e-01+0.000000000000000000e+00j)  (1.598839256956718913e-01+0.000000000000000000e+00j)  (1.594157538423000842e-01+0.000000000000000000e+00j)  (1.592826508444115940e-01+0.000000000000000000e+00j)  (1.576913926725391213e-01+0.000000000000000000e+00j)  (1.575442577590865090e-01+0.000000000000000000e+00j)  (1.585432809579519764e-01+0.000000000000000000e+00j)  (1.584291340713453733e-01+0.000000000000000000e+00j)  (1.470762367975173568e-01+0.000000000000000000e+00j)  (1.500227826262236774e-01+0.000000000000000000e+00j)  (1.500946012115988992e-01+0.000000000000000000e+00j)  (1.496929816055672380e-01+0.000000000000000000e+00j)  (1.495207401182547802e-01+0.000000000000000000e+00j)  (1.492623407280322945e-01+0.000000000000000000e+00j)  (1.489513180036722007e-01+0.000000000000000000e+00j)  (1.491197703870125735e-01+0.000000000000000000e+00j)  (1.490209797634839406e-01+0.000000000000000000e+00j)  (9.256240155100656231e-02+0.000000000000000000e+00j)  (9.278388055107510135e-02+0.000000000000000000e+00j)  (9.276671917142607915e-02+0.000000000000000000e+00j)  (9.274977991212528250e-02+0.000000000000000000e+00j)  (9.269566361896697249e-02+0.000000000000000000e+00j)  (9.270274117054740082e-02+0.000000000000000000e+00j)  (9.273909538563408772e-02+0.000000000000000000e+00j)  (9.272067754148503871e-02+0.000000000000000000e+00j)
 (6.393070479331020017e-02+0.000000000000000000e+00j)  (2.062548195171546028e-01+0.000000000000000000e+00j)  (1.167057940407174865e-01+0.000000000000000000e+00j)  (1.641073274945546168e-01+0.000000000000000000e+00j)  (1.130776759520376873e-01+0.000000000000000000e+00j)  (1.678288176681590194e-01+0.000000000000000000e+00j)  (1.840087861321527407e-01+0.000000000000000000e+00j)  (1.919959724172868865e-01+0.000000000000000000e+00j)  (1.918606281708024053e-01+0.000000000000000000e+00j)  (1.912988237884337972e-01+0.000000000000000000e+00j)  (1.911390985116120378e-01+0.000000000000000000e+00j)  (1.892295897613148759e-01+0.000000000000000000e+00j)  (1.890530281537842749e-01+0.000000000000000000e+00j)  (1.902518558403923921e-01+0.000000000000000000e+00j)  (1.901148788331725736e-01+0.000000000000000000e+00j)  (1.764914178738060668e-01+0.000000000000000000e+00j)  (1.800272685945683571e-01+0.000000000000000000e+00j)  (1.801134514690072574e-01+0.000000000000000000e+00j)  (1.796315079850296093e-01+0.000000000000000000e+00j)  (1.794248185026132147e-01+0.000000000000000000e+00j)  (1.787415131746509234e-01+0.000000000000000000e+00j)  (1.788251072873514036e-01+0.000000000000000000e+00j)  (1.789436556130579170e-01+0.000000000000000000e+00j)  (1.791147397773253658e-01+0.000000000000000000e+00j)  (1.110748653409108916e-01+0.000000000000000000e+00j)  (1.113406401052267486e-01+0.000000000000000000e+00j)  (1.113200463326907697e-01+0.000000000000000000e+00j)  (1.112997192490667170e-01+0.000000000000000000e+00j)  (1.112347797006590644e-01+0.000000000000000000e+00j)  (1.112432726899724722e-01+0.000000000000000000e+00j)  (1.112868980002264946e-01+0.000000000000000000e+00j)  (1.112647966399545885e-01+0.000000000000000000e+00j)
 (7.458581817914503032e-02+0.000000000000000000e+00j)  (2.406305249188937789e-01+0.000000000000000000e+00j)  (1.361567389948642459e-01+0.000000000000000000e+00j)  (1.914584889200226514e-01+0.000000000000000000e+00j)  (1.319239356415805864e-01+0.000000000000000000e+00j)  (1.958002281740768014e-01+0.000000000000000000e+00j)  (2.146768329198717185e-01+0.000000000000000000e+00j)  (2.239952083106829805e-01+0.000000000000000000e+00j)  (2.238373065028649300e-01+0.000000000000000000e+00j)  (2.231818696695659632e-01+0.000000000000000000e+00j)  (2.229955224414207626e-01+0.000000000000000000e+00j)  (2.207677638418117649e-01+0.000000000000000000e+00j)  (2.205617750796039500e-01+0.000000000000000000e+00j)  (2.219604066896403161e-01+0.000000000000000000e+00j)  (2.218006003776759605e-01+0.000000000000000000e+00j)  (2.059065800573851579e-01+0.000000000000000000e+00j)  (2.100317343955237503e-01+0.000000000000000000e+00j)  (2.101322818735442965e-01+0.000000000000000000e+00j)  (2.095700140500496023e-01+0.000000000000000000e+00j)  (2.093288769587835219e-01+0.000000000000000000e+00j)  (2.085316890374310506e-01+0.000000000000000000e+00j)  (2.086292154491599660e-01+0.000000000000000000e+00j)  (2.087675214449957461e-01+0.000000000000000000e+00j)  (2.089671188113392530e-01+0.000000000000000000e+00j)  (1.295873244289237058e-01+0.000000000000000000e+00j)  (1.298973947666034190e-01+0.000000000000000000e+00j)  (1.298733688176275658e-01+0.000000000000000000e+00j)  (1.298496538641815967e-01+0.000000000000000000e+00j)  (1.297738911740060619e-01+0.000000000000000000e+00j)  (1.297837993870243900e-01+0.000000000000000000e+00j)  (1.298346959426243674e-01+0.000000000000000000e+00j)  (1.298089110820668246e-01+0.000000000000000000e+00j)
 (8.524093042016769872e-02+0.000000000000000000e+00j)  (2.750062080401765030e-01+0.000000000000000000e+00j)  (1.556076797919138388e-01+0.000000000000000000e+00j)  (2.188096382357374858e-01+0.000000000000000000e+00j)  (1.507701915727299447e-01+0.000000000000000000e+00j)  (2.237716265818338324e-01+0.000000000000000000e+00j)  (2.453448632690654885e-01+0.000000000000000000e+00j)  (2.559944251469430943e-01+0.000000000000000000e+00j)  (2.558139659253333420e-01+0.000000000000000000e+00j)  (2.550648966085269920e-01+0.000000000000000000e+00j)  (2.548519277773073077e-01+0.000000000000000000e+00j)  (2.523059203103096282e-01+0.000000000000000000e+00j)  (2.520705050586870000e-01+0.000000000000000000e+00j)  (2.536689398520887706e-01+0.000000000000000000e+00j)  (2.534863037947837627e-01+0.000000000000000000e+00j)  (2.353217281100222769e-01+0.000000000000000000e+00j)  (2.400361857345191807e-01+0.000000000000000000e+00j)  (2.401510972665843735e-01+0.000000000000000000e+00j)  (2.395085058459477945e-01+0.000000000000000000e+00j)  (2.392329208639051574e-01+0.000000000000000000e+00j)  (2.383218500071482282e-01+0.000000000000000000e+00j)  (2.384333086618480313e-01+0.000000000000000000e+00j)  (2.385913723940255027e-01+0.000000000000000000e+00j)  (2.388194834659994603e-01+0.000000000000000000e+00j)  (1.480997800176285517e-01+0.000000000000000000e+00j)  (1.484541460562839033e-01+0.000000000000000000e+00j)  (1.484266877640804949e-01+0.000000000000000000e+00j)  (1.483995849816542034e-01+0.000000000000000000e+00j)  (1.483129990543810839e-01+0.000000000000000000e+00j)  (1.483243227310889201e-01+0.000000000000000000e+00j)  (1.483824902860406691e-01+0.000000000000000000e+00j)  (1.483530218927855415e-01+0.000000000000000000e+00j)
 (9.589604196880976983e-02+0.000000000000000000e+00j)  (3.093818706951338982e-01+0.000000000000000000e+00j)  (1.750586174146769869e-01+0.000000000000000000e+00j)  (2.461607786360160699e-01+0.000000000000000000e+00j)  (1.696164446550430527e-01+0.000000000000000000e+00j)  (2.517430151726091081e-01+0.000000000000000000e+00j)  (2.760128812135657639e-01+0.000000000000000000e+00j)  (2.879936277917748422e-01+0.000000000000000000e+00j)  (2.877906112932719362e-01+0.000000000000000000e+00j)  (2.869479094417171083e-01+0.000000000000000000e+00j)  (2.867083193005559028e-01+0.000000000000000000e+00j)  (2.838440635396770051e-01+0.000000000000000000e+00j)  (2.835792218617920746e-01+0.000000000000000000e+00j)  (2.853774593861425624e-01+0.000000000000000000e+00j)  (2.851719937345076339e-01+0.000000000000000000e+00j)  (2.647368654444799962e-01+0.000000000000000000e+00j)  (2.700406258009898086e-01+0.000000000000000000e+00j)  (2.701699013019396300e-01+0.000000000000000000e+00j)  (2.694469863778042873e-01+0.000000000000000000e+00j)  (2.691369535423110415e-01+0.000000000000000000e+00j)  (2.681119999210358484e-01+0.000000000000000000e+00j)  (2.682373907633772703e-01+0.000000000000000000e+00j)  (2.684152121843118577e-01+0.000000000000000000e+00j)  (2.686718369130314810e-01+0.000000000000000000e+00j)  (1.666122329425600290e-01+0.000000000000000000e+00j)  (1.670108946510480974e-01+0.000000000000000000e+00j)  (1.669800040341112013e-01+0.000000000000000000e+00j)  (1.669495134217165999e-01+0.000000000000000000e+00j)  (1.668521042648977437e-01+0.000000000000000000e+00j)  (1.668648434164245464e-01+0.000000000000000000e+00j)  (1.669302819534923266e-01+0.000000000000000000e+00j)  (1.668971300010841097e-01+0.000000000000000000e+00j)
 (1.065511530729449791e-01+0.000000000000000000e+00j)  (3.437575166938814375e-01+0.000000000000000000e+00j)  (1.945095520820720458e-01+0.000000000000000000e+00j)  (2.735119114014332720e-01+0.000000000000000000e+00j)  (1.884626949616139135e-01+0.000000000000000000e+00j)  (2.797143946398994996e-01+0.000000000000000000e+00j)  (3.066808879249805497e-01+0.000000000000000000e+00j)  (3.199928192988745201e-01+0.000000000000000000e+00j)  (3.197672452385392772e-01+0.000000000000000000e+00j)  (3.188309112775911669e-01+0.000000000000000000e+00j)  (3.185646992354644325e-01+0.000000000000000000e+00j)  (3.153821943226913782e-01+0.000000000000000000e+00j)  (3.150879258831175145e-01+0.000000000000000000e+00j)  (3.170859668619773197e-01+0.000000000000000000e+00j)  (3.168576718208070409e-01+0.000000000000000000e+00j)  (2.941519923385657598e-01+0.000000000000000000e+00j)  (3.000450543834389250e-01+0.000000000000000000e+00j)  (3.001886947674237138e-01+0.000000000000000000e+00j)  (2.993854557334653665e-01+0.000000000000000000e+00j)  (2.990409752145329891e-01+0.000000000000000000e+00j)  (2.979021388283990546e-01+0.000000000000000000e+00j)  (2.980414621563500233e-01+0.000000000000000000e+00j)  (2.982390412229353194e-01+0.000000000000000000e+00j)  (2.985241793710915470e-01+0.000000000000000000e+00j)  (1.851246831859758579e-01+0.000000000000000000e+00j)  (1.855676405955555552e-01+0.000000000000000000e+00j)  (1.855333175803800527e-01+0.000000000000000000e+00j)  (1.854994391510933482e-01+0.000000000000000000e+00j)  (1.853912067907244887e-01+0.000000000000000000e+00j)  (1.854053612924495553e-01+0.000000000000000000e+00j)  (1.854780710401383037e-01+0.000000000000000000e+00j)  (1.854412356084966240e-01+0.000000000000000000e+00j)
